run	V(vo)
2.380000000000000e+02	5.030766e+00
2.390000000000000e+02	5.022900e+00
2.400000000000000e+02	4.534239e+00
2.410000000000000e+02	4.616558e+00
2.420000000000000e+02	5.030233e+00
2.430000000000000e+02	4.884972e+00
2.440000000000000e+02	5.420691e+00
2.450000000000000e+02	5.063298e+00
2.460000000000000e+02	4.672947e+00
2.470000000000000e+02	5.117992e+00
2.480000000000000e+02	5.031975e+00
2.490000000000000e+02	4.984034e+00
2.500000000000000e+02	4.647392e+00
2.510000000000000e+02	4.754494e+00
2.520000000000000e+02	5.046305e+00
2.530000000000000e+02	5.367220e+00
2.540000000000000e+02	5.126451e+00
2.550000000000000e+02	4.715347e+00
2.560000000000000e+02	4.918164e+00
2.570000000000000e+02	5.055879e+00
2.580000000000000e+02	5.044499e+00
2.590000000000000e+02	4.937181e+00
2.600000000000000e+02	4.863388e+00
2.610000000000000e+02	5.048922e+00
2.620000000000000e+02	4.958799e+00
2.630000000000000e+02	4.801095e+00
2.640000000000000e+02	5.097530e+00
2.650000000000000e+02	4.994598e+00
2.660000000000000e+02	4.831931e+00
2.670000000000000e+02	4.938542e+00
2.680000000000000e+02	4.600822e+00
2.690000000000000e+02	5.301440e+00
2.700000000000000e+02	4.941962e+00
2.710000000000000e+02	5.135970e+00
2.720000000000000e+02	5.320806e+00
2.730000000000000e+02	5.103202e+00
2.740000000000000e+02	4.684105e+00
2.750000000000000e+02	4.878661e+00
2.760000000000000e+02	4.789473e+00
2.770000000000000e+02	4.738552e+00
2.780000000000000e+02	4.839982e+00
2.790000000000000e+02	4.943527e+00
2.800000000000000e+02	5.141526e+00
2.810000000000000e+02	5.202147e+00
2.820000000000000e+02	5.121259e+00
2.830000000000000e+02	5.354444e+00
2.840000000000000e+02	4.752474e+00
2.850000000000000e+02	4.628031e+00
2.860000000000000e+02	5.177841e+00
2.870000000000000e+02	4.639370e+00
2.880000000000000e+02	4.977781e+00
2.890000000000000e+02	5.019764e+00
2.900000000000000e+02	5.132462e+00
2.910000000000000e+02	5.250812e+00
2.920000000000000e+02	4.832534e+00
2.930000000000000e+02	4.782882e+00
2.940000000000000e+02	5.232598e+00
2.950000000000000e+02	4.978440e+00
2.960000000000000e+02	5.037910e+00
2.970000000000000e+02	5.003925e+00
2.980000000000000e+02	4.747891e+00
2.990000000000000e+02	4.950808e+00
3.000000000000000e+02	4.919136e+00
3.010000000000000e+02	5.408868e+00
3.020000000000000e+02	4.945246e+00
3.030000000000000e+02	5.078009e+00
3.040000000000000e+02	5.198942e+00
3.050000000000000e+02	4.833887e+00
3.060000000000000e+02	5.144195e+00
3.070000000000000e+02	4.614687e+00
3.080000000000000e+02	5.095944e+00
3.090000000000000e+02	5.277138e+00
3.100000000000000e+02	4.896604e+00
3.110000000000000e+02	5.046580e+00
3.120000000000000e+02	4.803313e+00
3.130000000000000e+02	4.558138e+00
3.140000000000000e+02	5.257860e+00
3.150000000000000e+02	4.978590e+00
3.160000000000000e+02	5.414161e+00
3.170000000000000e+02	4.810088e+00
3.180000000000000e+02	4.914035e+00
3.190000000000000e+02	5.246140e+00
3.200000000000000e+02	5.400300e+00
3.210000000000000e+02	5.016580e+00
3.220000000000000e+02	5.082661e+00
3.230000000000000e+02	5.156055e+00
3.240000000000000e+02	4.900396e+00
3.250000000000000e+02	5.131043e+00
3.260000000000000e+02	4.770632e+00
3.270000000000000e+02	4.731946e+00
3.280000000000000e+02	4.798776e+00
3.290000000000000e+02	5.302801e+00
3.300000000000000e+02	5.053220e+00
3.310000000000000e+02	5.221303e+00
3.320000000000000e+02	5.383334e+00
3.330000000000000e+02	5.017452e+00
3.340000000000000e+02	5.157459e+00
3.350000000000000e+02	5.053286e+00
3.360000000000000e+02	5.308652e+00
3.370000000000000e+02	5.101938e+00
3.380000000000000e+02	4.970265e+00
3.390000000000000e+02	5.127221e+00
3.400000000000000e+02	4.804492e+00
3.410000000000000e+02	4.815947e+00
3.420000000000000e+02	4.783430e+00
3.430000000000000e+02	4.990552e+00
3.440000000000000e+02	4.961628e+00
3.450000000000000e+02	4.911349e+00
3.460000000000000e+02	5.191300e+00
3.470000000000000e+02	4.756305e+00
3.480000000000000e+02	4.769273e+00
3.490000000000000e+02	4.904592e+00
3.500000000000000e+02	5.313028e+00
3.510000000000000e+02	5.131947e+00
3.520000000000000e+02	5.210141e+00
3.530000000000000e+02	4.954810e+00
3.540000000000000e+02	5.121592e+00
3.550000000000000e+02	4.891060e+00
3.560000000000000e+02	4.757232e+00
3.570000000000000e+02	5.162908e+00
3.580000000000000e+02	4.763117e+00
3.590000000000000e+02	5.145901e+00
3.600000000000000e+02	5.058936e+00
3.610000000000000e+02	4.929935e+00
3.620000000000000e+02	4.845747e+00
3.630000000000000e+02	4.663342e+00
3.640000000000000e+02	5.050206e+00
3.650000000000000e+02	4.960924e+00
3.660000000000000e+02	4.977747e+00
3.670000000000000e+02	4.671316e+00
3.680000000000000e+02	4.886645e+00
3.690000000000000e+02	5.227755e+00
3.700000000000000e+02	4.906558e+00
3.710000000000000e+02	5.202721e+00
3.720000000000000e+02	5.036997e+00
3.730000000000000e+02	4.965704e+00
3.740000000000000e+02	5.144147e+00
3.750000000000000e+02	4.565011e+00
3.760000000000000e+02	4.937289e+00
3.770000000000000e+02	5.300283e+00
3.780000000000000e+02	5.086102e+00
3.790000000000000e+02	4.811426e+00
3.800000000000000e+02	4.807988e+00
3.810000000000000e+02	5.099629e+00
3.820000000000000e+02	4.873216e+00
3.830000000000000e+02	5.160752e+00
3.840000000000000e+02	4.804043e+00
3.850000000000000e+02	4.894243e+00
3.860000000000000e+02	4.768102e+00
3.870000000000000e+02	4.972875e+00
3.880000000000000e+02	5.333896e+00
3.890000000000000e+02	4.889562e+00
3.900000000000000e+02	4.861257e+00
3.910000000000000e+02	4.763167e+00
3.920000000000000e+02	4.981402e+00
3.930000000000000e+02	5.209385e+00
3.940000000000000e+02	5.285779e+00
3.950000000000000e+02	5.082118e+00
3.960000000000000e+02	4.941885e+00
3.970000000000000e+02	4.647155e+00
3.980000000000000e+02	5.129956e+00
3.990000000000000e+02	5.420740e+00
4.000000000000000e+02	4.747007e+00
4.010000000000000e+02	4.884581e+00
4.020000000000000e+02	5.112134e+00
4.030000000000000e+02	4.688143e+00
4.040000000000000e+02	4.966212e+00
4.050000000000000e+02	5.122495e+00
4.060000000000000e+02	5.201930e+00
4.070000000000000e+02	5.296981e+00
4.080000000000000e+02	5.305803e+00
4.090000000000000e+02	5.281114e+00
4.100000000000000e+02	5.171075e+00
4.110000000000000e+02	4.934110e+00
4.120000000000000e+02	5.218765e+00
4.130000000000000e+02	5.373037e+00
4.140000000000000e+02	5.139666e+00
4.150000000000000e+02	4.777264e+00
4.160000000000000e+02	5.002166e+00
4.170000000000000e+02	5.101655e+00
4.180000000000000e+02	5.318357e+00
4.190000000000000e+02	4.643634e+00
4.200000000000000e+02	4.991669e+00
4.210000000000000e+02	5.142023e+00
4.220000000000000e+02	5.031218e+00
4.230000000000000e+02	5.129171e+00
4.240000000000000e+02	5.289137e+00
4.250000000000000e+02	4.900597e+00
4.260000000000000e+02	5.224614e+00
4.270000000000000e+02	5.022176e+00
4.280000000000000e+02	5.249888e+00
4.290000000000000e+02	5.072789e+00
4.300000000000000e+02	5.050363e+00
4.310000000000000e+02	4.956481e+00
4.320000000000000e+02	5.092610e+00
4.330000000000000e+02	4.858257e+00
4.340000000000000e+02	5.176791e+00
4.350000000000000e+02	4.976295e+00
4.360000000000000e+02	4.844289e+00
4.370000000000000e+02	4.850376e+00
4.380000000000000e+02	4.918303e+00
4.390000000000000e+02	4.924659e+00
4.400000000000000e+02	5.247380e+00
4.410000000000000e+02	5.237863e+00
4.420000000000000e+02	5.122930e+00
4.430000000000000e+02	5.063638e+00
4.440000000000000e+02	4.979489e+00
4.450000000000000e+02	5.413593e+00
4.460000000000000e+02	4.954793e+00
4.470000000000000e+02	4.945588e+00
4.480000000000000e+02	5.045306e+00
4.490000000000000e+02	5.109613e+00
4.500000000000000e+02	5.179668e+00
4.510000000000000e+02	4.918962e+00
4.520000000000000e+02	4.992931e+00
4.530000000000000e+02	4.972110e+00
4.540000000000000e+02	4.928261e+00
4.550000000000000e+02	5.172112e+00
4.560000000000000e+02	4.740426e+00
4.570000000000000e+02	5.055447e+00
4.580000000000000e+02	5.014392e+00
4.590000000000000e+02	5.032976e+00
4.600000000000000e+02	5.460619e+00
4.610000000000000e+02	4.926505e+00
4.620000000000000e+02	5.314826e+00
4.630000000000000e+02	5.199588e+00
4.640000000000000e+02	4.938466e+00
4.650000000000000e+02	4.581409e+00
4.660000000000000e+02	4.630464e+00
4.670000000000000e+02	4.986895e+00
4.680000000000000e+02	4.826831e+00
4.690000000000000e+02	5.235370e+00
4.700000000000000e+02	5.183992e+00
4.710000000000000e+02	5.072509e+00
4.720000000000000e+02	4.927772e+00
4.730000000000000e+02	4.875642e+00
4.740000000000000e+02	4.801122e+00
4.750000000000000e+02	4.693157e+00
4.760000000000000e+02	4.599119e+00
4.770000000000000e+02	5.154486e+00
4.780000000000000e+02	4.916314e+00
4.790000000000000e+02	4.870212e+00
4.800000000000000e+02	4.841457e+00
4.810000000000000e+02	4.803410e+00
4.820000000000000e+02	4.964797e+00
4.830000000000000e+02	4.964130e+00
4.840000000000000e+02	4.752687e+00
4.850000000000000e+02	5.064234e+00
4.860000000000000e+02	4.927522e+00
4.870000000000000e+02	5.165405e+00
4.880000000000000e+02	4.669271e+00
4.890000000000000e+02	4.778190e+00
4.900000000000000e+02	4.893308e+00
4.910000000000000e+02	5.274521e+00
4.920000000000000e+02	5.209772e+00
4.930000000000000e+02	5.124691e+00
4.940000000000000e+02	4.742940e+00
4.950000000000000e+02	5.009943e+00
4.960000000000000e+02	4.797372e+00
4.970000000000000e+02	5.205555e+00
4.980000000000000e+02	4.607903e+00
4.990000000000000e+02	5.138155e+00
5.000000000000000e+02	4.988325e+00
5.010000000000000e+02	4.682464e+00
5.020000000000000e+02	4.887301e+00
5.030000000000000e+02	4.750879e+00
5.040000000000000e+02	5.121596e+00
5.050000000000000e+02	4.933682e+00
5.060000000000000e+02	5.290859e+00
5.070000000000000e+02	4.657759e+00
5.080000000000000e+02	5.169153e+00
5.090000000000000e+02	4.612459e+00
5.100000000000000e+02	5.108138e+00
5.110000000000000e+02	5.324638e+00
5.120000000000000e+02	4.987676e+00
5.130000000000000e+02	5.044081e+00
5.140000000000000e+02	5.114394e+00
5.150000000000000e+02	5.346816e+00
5.160000000000000e+02	5.464986e+00
5.170000000000000e+02	4.837557e+00
5.180000000000000e+02	4.940505e+00
5.190000000000000e+02	4.995584e+00
5.200000000000000e+02	4.698884e+00
5.210000000000000e+02	4.744174e+00
5.220000000000000e+02	5.249647e+00
5.230000000000000e+02	5.108719e+00
5.240000000000000e+02	5.088328e+00
5.250000000000000e+02	5.126936e+00
5.260000000000000e+02	4.725466e+00
5.270000000000000e+02	5.333795e+00
5.280000000000000e+02	5.077377e+00
5.290000000000000e+02	4.526716e+00
5.300000000000000e+02	4.569179e+00
5.310000000000000e+02	4.866566e+00
5.320000000000000e+02	4.772138e+00
5.330000000000000e+02	5.006045e+00
5.340000000000000e+02	4.891739e+00
5.350000000000000e+02	5.003186e+00
5.360000000000000e+02	5.166910e+00
5.370000000000000e+02	5.044183e+00
5.380000000000000e+02	5.387629e+00
5.390000000000000e+02	4.843696e+00
5.400000000000000e+02	5.104409e+00
5.410000000000000e+02	5.064965e+00
5.420000000000000e+02	4.948877e+00
5.430000000000000e+02	4.681575e+00
5.440000000000000e+02	5.166565e+00
5.450000000000000e+02	4.790293e+00
5.460000000000000e+02	5.136880e+00
5.470000000000000e+02	4.858500e+00
5.480000000000000e+02	4.846730e+00
5.490000000000000e+02	4.607234e+00
5.500000000000000e+02	4.733365e+00
5.510000000000000e+02	5.221125e+00
5.520000000000000e+02	5.339191e+00
5.530000000000000e+02	4.568491e+00
5.540000000000000e+02	5.194490e+00
5.550000000000000e+02	4.971510e+00
5.560000000000000e+02	5.035596e+00
5.570000000000000e+02	4.919682e+00
5.580000000000000e+02	4.693073e+00
5.590000000000000e+02	4.932932e+00
5.600000000000000e+02	5.030507e+00
5.610000000000000e+02	5.042517e+00
5.620000000000000e+02	5.187619e+00
5.630000000000000e+02	5.023775e+00
5.640000000000000e+02	5.082136e+00
5.650000000000000e+02	4.969585e+00
5.660000000000000e+02	5.463913e+00
5.670000000000000e+02	5.038815e+00
5.680000000000000e+02	5.370255e+00
5.690000000000000e+02	4.554049e+00
5.700000000000000e+02	5.059174e+00
5.710000000000000e+02	4.903958e+00
5.720000000000000e+02	4.919339e+00
5.730000000000000e+02	5.041080e+00
5.740000000000000e+02	5.036740e+00
5.750000000000000e+02	5.082583e+00
5.760000000000000e+02	4.722853e+00
5.770000000000000e+02	5.042017e+00
5.780000000000000e+02	5.210537e+00
5.790000000000000e+02	4.787532e+00
5.800000000000000e+02	5.298336e+00
5.810000000000000e+02	5.048533e+00
5.820000000000000e+02	4.939686e+00
5.830000000000000e+02	4.745728e+00
5.840000000000000e+02	4.982450e+00
5.850000000000000e+02	4.995813e+00
5.860000000000000e+02	5.073359e+00
5.870000000000000e+02	4.711884e+00
5.880000000000000e+02	5.073131e+00
5.890000000000000e+02	4.775925e+00
5.900000000000000e+02	5.079363e+00
5.910000000000000e+02	5.209685e+00
5.920000000000000e+02	4.894172e+00
5.930000000000000e+02	5.194045e+00
5.940000000000000e+02	5.066355e+00
5.950000000000000e+02	5.438374e+00
5.960000000000000e+02	5.085152e+00
5.970000000000000e+02	5.145349e+00
5.980000000000000e+02	4.954238e+00
5.990000000000000e+02	4.638073e+00
6.000000000000000e+02	5.150156e+00
6.010000000000000e+02	4.905688e+00
6.020000000000000e+02	5.466631e+00
6.030000000000000e+02	4.846272e+00
6.040000000000000e+02	5.173970e+00
6.050000000000000e+02	4.991841e+00
6.060000000000000e+02	5.004295e+00
6.070000000000000e+02	5.001019e+00
6.080000000000000e+02	4.640216e+00
6.090000000000000e+02	4.968316e+00
6.100000000000000e+02	5.112871e+00
6.110000000000000e+02	4.700778e+00
6.120000000000000e+02	4.768134e+00
6.130000000000000e+02	4.956625e+00
6.140000000000000e+02	4.848175e+00
6.150000000000000e+02	4.945765e+00
6.160000000000000e+02	5.089777e+00
6.170000000000000e+02	4.956458e+00
6.180000000000000e+02	4.725725e+00
6.190000000000000e+02	5.228190e+00
6.200000000000000e+02	5.135468e+00
6.210000000000000e+02	5.356638e+00
6.220000000000000e+02	5.201990e+00
6.230000000000000e+02	5.343826e+00
6.240000000000000e+02	5.026059e+00
6.250000000000000e+02	5.248200e+00
6.260000000000000e+02	5.018665e+00
6.270000000000000e+02	4.954942e+00
6.280000000000000e+02	5.011014e+00
6.290000000000000e+02	5.170651e+00
6.300000000000000e+02	5.368231e+00
6.310000000000000e+02	4.829908e+00
6.320000000000000e+02	4.741477e+00
6.330000000000000e+02	4.738021e+00
6.340000000000000e+02	5.090451e+00
6.350000000000000e+02	5.193392e+00
6.360000000000000e+02	5.162860e+00
6.370000000000000e+02	4.989155e+00
6.380000000000000e+02	5.086028e+00
6.390000000000000e+02	5.107668e+00
6.400000000000000e+02	5.249856e+00
6.410000000000000e+02	4.821548e+00
6.420000000000000e+02	5.194736e+00
6.430000000000000e+02	4.903210e+00
6.440000000000000e+02	5.152694e+00
6.450000000000000e+02	5.493624e+00
6.460000000000000e+02	5.336007e+00
6.470000000000000e+02	5.088522e+00
6.480000000000000e+02	5.122609e+00
6.490000000000000e+02	4.801194e+00
6.500000000000000e+02	4.821956e+00
6.510000000000000e+02	5.119156e+00
6.520000000000000e+02	5.249555e+00
6.530000000000000e+02	4.679141e+00
6.540000000000000e+02	4.631173e+00
6.550000000000000e+02	5.058529e+00
6.560000000000000e+02	5.074903e+00
6.570000000000000e+02	5.140573e+00
6.580000000000000e+02	5.053037e+00
6.590000000000000e+02	5.297719e+00
6.600000000000000e+02	5.007805e+00
6.610000000000000e+02	4.789859e+00
6.620000000000000e+02	5.342093e+00
6.630000000000000e+02	5.098825e+00
6.640000000000000e+02	4.933253e+00
6.650000000000000e+02	5.085175e+00
6.660000000000000e+02	4.780417e+00
6.670000000000000e+02	4.744208e+00
6.680000000000000e+02	4.799619e+00
6.690000000000000e+02	5.108630e+00
6.700000000000000e+02	4.751531e+00
6.710000000000000e+02	4.762895e+00
6.720000000000000e+02	4.775766e+00
6.730000000000000e+02	4.994967e+00
6.740000000000000e+02	5.317439e+00
6.750000000000000e+02	5.214505e+00
6.760000000000000e+02	4.578907e+00
6.770000000000000e+02	4.789853e+00
6.780000000000000e+02	5.043857e+00
6.790000000000000e+02	4.935335e+00
6.800000000000000e+02	5.104375e+00
6.810000000000000e+02	4.992598e+00
6.820000000000000e+02	4.849817e+00
6.830000000000000e+02	5.378684e+00
6.840000000000000e+02	4.980143e+00
6.850000000000000e+02	5.228927e+00
6.860000000000000e+02	4.968112e+00
6.870000000000000e+02	5.017358e+00
6.880000000000000e+02	4.699602e+00
6.890000000000000e+02	4.942588e+00
6.900000000000000e+02	4.704772e+00
6.910000000000000e+02	4.951580e+00
6.920000000000000e+02	5.268791e+00
6.930000000000000e+02	5.291878e+00
6.940000000000000e+02	5.001300e+00
6.950000000000000e+02	5.322593e+00
6.960000000000000e+02	4.856295e+00
6.970000000000000e+02	4.863540e+00
6.980000000000000e+02	4.656353e+00
6.990000000000000e+02	5.255911e+00
7.000000000000000e+02	5.332263e+00
7.010000000000000e+02	5.120032e+00
7.020000000000000e+02	5.185640e+00
7.030000000000000e+02	4.863087e+00
7.040000000000000e+02	4.910066e+00
7.050000000000000e+02	5.152315e+00
7.060000000000000e+02	5.027946e+00
7.070000000000000e+02	4.848777e+00
7.080000000000000e+02	4.611215e+00
7.090000000000000e+02	4.730494e+00
7.100000000000000e+02	5.050423e+00
7.110000000000000e+02	4.845471e+00
7.120000000000000e+02	5.113115e+00
7.130000000000000e+02	5.213785e+00
7.140000000000000e+02	5.087833e+00
7.150000000000000e+02	5.326412e+00
7.160000000000000e+02	4.972756e+00
7.170000000000000e+02	5.142191e+00
7.180000000000000e+02	4.797781e+00
7.190000000000000e+02	4.985486e+00
7.200000000000000e+02	5.045168e+00
7.210000000000000e+02	5.273946e+00
7.220000000000000e+02	5.335234e+00
7.230000000000000e+02	5.338974e+00
7.240000000000000e+02	4.537636e+00
7.250000000000000e+02	5.012403e+00
7.260000000000000e+02	4.740831e+00
7.270000000000000e+02	4.887357e+00
7.280000000000000e+02	5.005460e+00
7.290000000000000e+02	4.990571e+00
7.300000000000000e+02	5.162414e+00
7.310000000000000e+02	5.108747e+00
7.320000000000000e+02	5.384470e+00
7.330000000000000e+02	4.902935e+00
7.340000000000000e+02	5.021543e+00
